Distance Matrix for VRPTW-Hakata-PaperStyle-20-01
Unit: meters
Size: 21x21

0.00	4570.08	3596.81	3371.88	3026.10	2687.14	4476.89	2235.86	1404.97	5052.88	4117.54	2698.78	3043.84	4243.14	2632.98	4204.05	5530.12	5708.23	5005.69	3671.65	4492.67
4558.81	0.00	6663.38	1287.92	1571.49	6184.15	813.00	5732.87	4572.60	1192.22	953.11	5786.34	6540.85	5051.70	2927.75	3469.90	4691.20	6143.22	5806.66	3851.20	3889.83
3540.06	6668.02	0.00	5469.83	5124.04	1290.52	6574.83	1581.75	2265.06	7150.82	6215.49	1091.92	2892.46	2862.73	4730.93	4519.66	4259.60	2756.78	2484.90	5769.60	4331.11
3373.67	1230.35	5478.23	0.00	345.78	4999.01	1112.56	4547.72	3387.46	1681.00	1176.00	4601.20	5355.71	3898.97	1826.47	3327.61	4612.48	5029.46	4653.93	2666.06	3747.54
3027.89	1543.98	5132.45	345.78	0.00	4653.23	1450.79	4201.94	3041.68	2026.78	1091.44	4255.42	5009.92	3553.19	1480.69	3015.27	4300.14	4683.68	4308.14	2320.28	3411.28
2675.29	6183.57	1350.32	4985.37	4639.59	0.00	6090.38	716.98	1604.41	6666.37	5731.03	626.98	2027.70	4213.04	4246.47	5817.53	5609.91	4107.10	3835.22	5285.14	5681.43
4477.17	813.00	6581.73	1111.89	1457.67	6102.51	0.00	5651.22	4490.96	796.61	1428.47	5704.70	6459.20	4973.68	2901.18	3764.83	4986.14	6104.16	5728.63	3769.56	4184.77
2223.99	5732.27	1643.83	4534.07	4188.28	734.16	5639.08	0.00	1153.10	6215.06	5279.73	745.80	1576.39	4506.56	3795.17	5366.23	5903.43	4400.61	4128.73	4833.84	5654.86
1404.97	4583.87	2271.68	3385.67	3039.89	1616.26	4490.68	1164.97	0.00	5066.67	4131.33	1394.65	1972.95	4256.93	2646.77	4217.84	5543.91	4919.76	4647.88	3685.44	4506.46
5074.85	1176.71	7179.41	1701.18	2046.96	6700.19	746.33	6248.90	5088.64	0.00	1951.13	6302.38	7056.88	5600.15	3527.65	4290.62	5511.93	6730.64	6355.10	4367.24	4710.56
4282.63	897.88	6387.19	1301.70	1295.31	5907.97	1459.80	5456.68	4296.42	2054.27	0.00	5510.16	6264.66	4553.76	2560.80	2881.20	4077.61	5554.52	5284.26	3575.02	3301.13
2704.98	5797.61	1130.63	4599.41	4253.63	626.98	5704.42	746.67	1394.65	6280.41	5345.07	0.00	2057.39	3884.66	3860.51	5431.58	5281.53	3778.71	3506.84	4899.18	5353.05
3029.16	6537.44	2934.54	5339.24	4993.45	2024.87	6444.25	1573.58	1958.27	7020.24	6084.90	2036.51	0.00	5797.26	4600.34	6171.40	7194.13	5691.32	5419.44	5639.01	6460.03
4222.65	5144.14	3087.96	3947.07	3601.29	4378.48	5050.95	4669.70	4236.44	5628.07	4614.04	4138.32	5980.42	0.00	2266.13	1732.84	1905.34	1659.95	762.55	4892.42	1544.29
2619.37	2918.24	4723.93	1826.47	1480.69	4244.71	2930.35	3793.42	2633.16	3507.47	2384.72	3846.90	4601.40	2212.05	0.00	1578.68	2904.75	3289.24	2942.55	3220.08	1930.59
4189.85	3447.74	4728.47	3289.15	2943.36	5815.19	3764.83	5363.90	4203.64	4361.68	2881.20	5417.38	6171.88	1672.56	1578.68	0.00	1465.62	2673.33	2403.06	4773.91	419.93
5515.92	4669.05	4378.97	4574.02	4228.24	5669.49	4986.14	5960.71	5529.71	5582.99	4051.45	5429.33	7271.43	1845.06	2904.75	1465.62	0.00	2102.61	2252.79	6058.78	1058.76
5709.10	6121.07	2806.14	5029.46	4683.68	4096.67	6133.34	4387.89	5004.64	6710.46	5554.52	3856.51	5698.61	1605.61	3289.24	2673.33	2141.48	0.00	1525.47	6378.86	2484.78
4612.29	5533.77	2829.45	4336.70	3990.92	4119.97	5440.58	4411.19	4626.08	6017.70	5003.67	3879.82	5721.91	465.53	2655.76	2122.47	2294.97	1728.74	0.00	5282.05	1933.92
3671.65	4035.85	5776.21	2837.65	2491.87	5296.99	3942.66	4845.70	3685.44	4518.65	3583.31	4899.18	5653.69	5124.12	3439.19	5017.87	6343.95	6589.20	5886.66	0.00	5369.78
4495.23	3867.68	4539.92	3709.08	3363.30	5830.45	4184.77	5669.29	4509.02	4781.62	3301.13	5590.29	6477.27	1484.01	1930.59	419.93	1058.76	2484.78	2214.51	5150.67	0.00
